1 O
1 O
, O
) O
, O
a O
n O
d O
, O
N B-D
U I-D
C I-D
L I-D
E I-D
, O
( O
, O
D O
a O
h O
l O
m O
e O
i O
e O
r O
, O
e O
t O
, O
a O
l O
, O
. O
, O
, O
, O
2 O
0 O
1 O
3 O
, O
) O
 
6 O
, O
. O
1 O
, O
T O
a O
g O
- O
s O
e O
t O
, O
e O
x O
t O
e O
n O
s O
i O
o O
n O
, O
e O
x O
p O
e O
r O
i O
m O
e O
n O
t O
, O
I O
n O
, O
t O
h O
i O
s O
, O
e O
x O
p O
e O
r O
i O
m O
e O
n O
t O
, O
, O
, O
w O
e O
, O
c O
o O
n O
s O
i O
d O
e O
r O
e O
d O
, O
t O
h O
e O
, O
4 O
, O
m O
o O
s O
t O
, O
f O
r O
e O
q O
u O
e O
n O
t O
, O
t O
a O
g O
s O
, O
t O
h O
a O
t O
, O
o O
c O
c O
u O
r O
, O
i O
n O
, O
a O
t O
, O
l O
e O
a O
s O
t O
, O
t O
w O
o O
, O
o O
f O
, O
o O
u O
r O
, O
d O
a O
t O
a O
s O
e O
t O
s O
, O
: O
, O
‘ O
N O
a O
m O
e O
’ O
, O
, O
, O
‘ O
D O
a O
t O
e O
’ O
, O
, O
, O
‘ O
L O
o O
c O
a O
t O
i O
o O
n O
’ O
, O
a O
n O
d O
, O
‘ O
H O
o O
s O
p O
i O
t O
a O
l O
’ O
, O
( O
, O
T O
a O
b O
l O
e O
, O
3 O
, O
s O
u O
m O
m O
a O
r O
i O
z O
e O
s O
, O
t O
h O
e O
i O
r O
, O
s O
t O
a O
t O
i O
s O
t O
i O
c O
s O
, O
) O
 
T O
h O
e O
, O
e O
n O
c O
o O
d O
e O
r O
, O
a O
n O
d O
, O
d O
e O
c O
o O
d O
e O
r O
, O
L B-M
S I-M
T I-M
M I-M
s I-M
, O
h O
a O
v O
e O
, O
2 O
, O
l O
a O
y O
e O
r O
s O
, O
w O
i O
t O
h O
, O
1 O
2 O
8 O
, O
d O
i O
m O
e O
n O
s O
i O
o O
n O
a O
l O
, O
h O
i O
d O
d O
e O
n O
, O
s O
t O
a O
t O
e O
s O
, O
w O
i O
t O
h O
, O
a O
, O
d O
r O
o O
p O
o O
u O
t O
, O
r O
a O
t O
e O
, O
o O
f O
, O
0 O
, O
. O
1 O
 
F O
u O
l O
l O
, O
m O
o O
d O
e O
l O
, O
t O
r O
a O
i O
n O
i O
n O
g O
, O
t O
a O
k O
e O
s O
, O
a O
b O
o O
u O
t O
, O
1 O
9 O
, O
h O
o O
u O
r O
s O
, O
o O
n O
, O
A B-D
M I-D
R I-D
, I-D
2 I-D
, I-D
. I-D
0 I-D
, O
a O
n O
d O
, O
7 O
, O
h O
o O
u O
r O
s O
, O
o O
n O
, O
A B-D
M I-D
R I-D
, I-D
1 I-D
, I-D
. I-D
0 I-D
, O
, O
, O
u O
s O
i O
n O
g O
, O
t O
w O
o O
, O
G O
e O
F O
o O
r O
c O
e O
, O
G O
T O
X O
, O
T O
I O
T O
A O
N O
, O
X O
, O
G O
P O
U O
s O
 
T O
h O
e O
, O
l O
a O
s O
t O
, O
s O
t O
a O
t O
e O
, O
o O
f O
, O
e O
n O
c O
o O
d O
e O
d O
, O
s O
o O
u O
r O
c O
e O
, O
a O
n O
d O
, O
h O
y O
p O
o O
t O
h O
e O
s O
i O
s O
, O
s O
e O
q O
u O
e O
n O
c O
e O
, O
a O
n O
d O
, O
t O
h O
e O
, O
p O
r O
e O
v O
i O
o O
u O
s O
, O
o O
u O
t O
p O
u O
t O
, O
d O
i O
s O
t O
r O
i O
b O
u O
t O
i O
o O
n O
, O
a O
r O
e O
, O
c O
o O
n O
c O
a O
t O
e O
- O
n O
a O
t O
e O
d O
, O
t O
o O
, O
f O
o O
r O
m O
, O
t O
h O
e O
, O
i O
n O
p O
u O
t O
, O
t O
o O
, O
a O
, O
h O
i O
g O
h O
e O
r O
- O
l O
e O
v O
e O
l O
, O
r O
e O
g O
u O
l O
a O
t O
o O
r O
, O
T B-M
r I-M
e I-M
e I-M
- I-M
L I-M
S I-M
T I-M
M I-M
, O
o O
f O
, O
s O
i O
z O
e O
, O
2 O
5 O
6 O
 
W O
e O
, O
n O
o O
t O
i O
c O
e O
, O
a O
l O
s O
o O
, O
t O
h O
a O
t O
, O
c O
o O
m O
b O
i O
n O
i O
n O
g O
, O
a O
l O
l O
, O
e O
n O
r O
i O
c O
h O
m O
e O
n O
t O
s O
, O
( O
, O
A O
l O
l O
, O
k O
e O
y O
w O
o O
r O
d O
s O
, O
) O
, O
p O
r O
o O
v O
i O
d O
e O
s O
, O
a O
, O
m O
o O
d O
e O
s O
t O
, O
i O
n O
c O
r O
e O
a O
s O
e O
, O
i O
n O
, O
p O
e O
r O
f O
o O
r O
m O
a O
n O
c O
e O
, O
o O
v O
e O
r O
, O
e O
m O
b O
e O
d O
d O
i O
n O
g O
s O
, O
o O
n O
l O
y O
, O
a O
s O
, O
s O
h O
o O
w O
n O
, O
b O
y O
, O
t O
h O
e O
, O
r O
e O
s O
u O
l O
t O
s O
, O
f O
o O
r O
, O
Y B-D
a I-D
h I-D
o I-D
o I-D
- I-D
A I-D
n I-D
s I-D
w I-D
e I-D
r I-D
s I-D
4 I-D
, O
, O
, O
G B-D
E I-D
O I-D
, O
a O
n O
d O
, O
S B-D
e I-D
n I-D
t I-D
e I-D
n I-D
c I-D
e I-D
s I-D
, I-D
I I-D
n I-D
v I-D
o I-D
l I-D
v I-D
i I-D
n I-D
g I-D
, I-D
C I-D
o I-D
m I-D
p I-D
o I-D
s I-D
i I-D
t I-D
i I-D
o I-D
n I-D
a I-D
l I-D
, I-D
K I-D
n I-D
o I-D
w I-D
l I-D
e I-D
d I-D
g I-D
e I-D
 
A O
s O
, O
e O
x O
p O
e O
c O
t O
e O
d O
, O
, O
, O
t O
h O
e O
, O
c O
o O
m O
b O
i O
n O
a O
t O
i O
o O
n O
, O
o O
f O
, O
t O
h O
e O
, O
e O
x O
i O
s O
t O
i O
n O
g O
, O
m O
o O
d O
e O
l O
s O
, O
w O
i O
t O
h O
, O
I B-M
W I-M
S I-M
L I-M
T I-M
, O
a O
c O
h O
i O
e O
v O
e O
s O
, O
h O
i O
g O
h O
e O
r O
, O
F O
1 O
, O
s O
c O
o O
r O
e O
s O
, O
t O
h O
a O
n O
, O
t O
h O
e O
, O
c O
o O
m O
b O
i O
n O
a O
t O
i O
o O
n O
, O
w O
i O
t O
h O
, O
T B-M
r I-M
a I-M
n I-M
s I-M
C I-M
a I-M
p I-M
- I-M
S I-M
, O
a O
s O
, O
I B-M
W I-M
S I-M
L I-M
T I-M
, O
a O
c O
h O
i O
e O
v O
e O
s O
, O
a O
, O
h O
i O
g O
h O
e O
r O
, O
p O
r O
e O
c O
i O
s O
i O
o O
n O
, O
t O
h O
a O
n O
, O
T B-M
r I-M
a I-M
n I-M
s I-M
C I-M
a I-M
p I-M
- I-M
S I-M
 
I O
n O
, O
t O
h O
e O
, O
H B-M
F I-M
F I-M
N I-M
, O
b O
l O
o O
c O
k O
, O
, O
, O
t O
h O
e O
, O
d O
i O
m O
e O
n O
s O
i O
o O
n O
, O
o O
f O
, O
t O
h O
e O
, O
q O
u O
e O
r O
y O
, O
, O
, O
k O
e O
y O
, O
a O
n O
d O
, O
v O
a O
l O
u O
e O
, O
m O
a O
t O
r O
i O
c O
e O
s O
, O
a O
r O
e O
, O
s O
e O
t O
, O
t O
o O
, O
5 O
0 O
, O
a O
n O
d O
, O
w O
e O
, O
u O
s O
e O
, O
6 O
, O
p O
a O
r O
a O
l O
l O
e O
l O
, O
h O
e O
a O
d O
s O
, O
o O
n O
, O
e O
a O
c O
h O
, O
i O
n O
p O
u O
t O
 
O O
u O
r O
, O
T B-M
R I-M
, O
( O
, O
V O
a O
s O
w O
a O
n O
i O
, O
e O
t O
, O
a O
l O
, O
. O
, O
, O
, O
2 O
0 O
1 O
7 O
, O
) O
, O
m O
o O
d O
e O
l O
, O
u O
s O
e O
s O
, O
3 O
0 O
0 O
, O
d O
i O
m O
e O
n O
s O
i O
o O
n O
a O
l O
, O
e O
m O
b O
e O
d O
d O
i O
n O
g O
s O
, O
a O
n O
d O
, O
h O
i O
d O
d O
e O
n O
, O
s O
t O
a O
t O
e O
s O
, O
, O
, O
2 O
, O
l O
a O
y O
e O
r O
s O
, O
a O
n O
d O
, O
2 O
, O
a O
t O
t O
e O
n O
t O
i O
o O
n O
, O
h O
e O
a O
d O
s O
, O
w O
i O
t O
h O
, O
n O
o O
, O
d O
r O
o O
p O
o O
u O
t O
 
F O
o O
r O
, O
C B-M
o I-M
n I-M
t I-M
e I-M
x I-M
t I-M
- I-M
K I-M
n I-M
o I-M
w I-M
l I-M
e I-M
d I-M
g I-M
e I-M
- I-M
A I-M
t I-M
t I-M
e I-M
n I-M
t I-M
i I-M
o I-M
n I-M
, I-M
D I-M
e I-M
c I-M
o I-M
d I-M
e I-M
r I-M
, O
m O
o O
d O
e O
l O
s O
, O
, O
, O
t O
h O
e O
, O
l O
a O
y O
e O
r O
s O
, O
o O
f O
, O
b O
o O
t O
h O
, O
e O
n O
c O
o O
d O
e O
r O
, O
a O
n O
d O
, O
d O
e O
c O
o O
d O
e O
r O
, O
a O
r O
e O
, O
s O
e O
t O
, O
t O
o O
, O
3 O
 
S O
o O
m O
e O
, O
o O
f O
, O
t O
h O
e O
, O
s O
i O
m O
i O
l O
a O
r O
, O
t O
o O
p O
i O
c O
s O
, O
a O
r O
e O
, O
s O
e O
l O
e O
c O
t O
e O
d O
, O
m O
a O
n O
u O
a O
l O
l O
y O
, O
f O
r O
o O
m O
, O
t O
h O
e O
, O
R B-M
a I-M
n I-M
d I-M
- I-M
b I-M
i I-M
n I-M
a I-M
r I-M
y I-M
, O
a O
n O
d O
, O
B B-M
i I-M
D I-M
A I-M
F I-M
, O
t O
o O
p O
i O
c O
, O
l O
i O
s O
t O
s O
, O
a O
n O
d O
, O
s O
h O
o O
w O
n O
, O
i O
n O
, O
T O
a O
b O
l O
e O
, O
4 O
, O
f O
o O
r O
, O
c O
o O
m O
p O
a O
r O
i O
s O
o O
n O
 
F O
o O
r O
, O
A B-D
M I-D
R I-D
- I-D
e I-D
v I-D
a I-D
l I-D
u I-D
a I-D
t I-D
i I-D
o I-D
n I-D
, O
, O
, O
r O
e O
s O
u O
l O
t O
s O
, O
a O
b O
l O
a O
t O
i O
n O
g O
, O
r O
e O
l O
a O
t O
i O
o O
n O
s O
, O
b O
e O
t O
w O
e O
e O
n O
, O
e O
n O
t O
i O
t O
i O
e O
s O
, O
a O
n O
d O
, O
t O
o O
k O
e O
n O
s O
, O
, O
, O
a O
n O
d O
, O
r O
e O
l O
a O
t O
i O
o O
n O
s O
, O
b O
e O
t O
w O
e O
e O
n O
, O
e O
n O
t O
i O
t O
i O
e O
s O
, O
, O
, O
a O
r O
e O
, O
s O
h O
o O
w O
n O
, O
i O
n O
, O
T O
a O
b O
l O
e O
, O
5 O
 
W O
e O
, O
a O
n O
a O
l O
y O
z O
e O
, O
o O
u O
r O
, O
m O
o O
d O
e O
l O
, O
c O
h O
o O
i O
c O
e O
s O
, O
o O
n O
, O
o O
u O
r O
, O
d O
e O
v O
e O
l O
o O
p O
m O
e O
n O
t O
, O
d O
a O
t O
a O
, O
( O
, O
5 O
, O
, O
0 O
0 O
6 O
, O
s O
e O
n O
t O
e O
n O
c O
e O
s O
, O
f O
r O
o O
m O
, O
Y B-D
e I-D
l I-D
p I-D
, O
) O
, O
a O
n O
d O
, O
h O
e O
l O
d O
- O
o O
u O
t O
, O
G B-D
E I-D
O I-D
, O
t O
e O
s O
t O
, O
s O
e O
t O
 
W O
e O
, O
a O
d O
a O
p O
t O
, O
ﬁ O
r O
s O
t O
, O
t O
o O
, O
t O
h O
e O
, O
I B-D
W I-D
S I-D
L I-D
T I-D
, I-D
2 I-D
0 I-D
1 I-D
6 I-D
, I-D
T I-D
E I-D
D I-D
, I-D
t I-D
a I-D
s I-D
k I-D
, O
( O
, O
C O
e O
t O
t O
o O
l O
o O
, O
e O
t O
, O
a O
l O
, O
. O
, O
, O
, O
2 O
0 O
1 O
6 O
, O
) O
, O
, O
, O
a O
n O
d O
, O
t O
h O
e O
n O
, O
s O
e O
q O
u O
e O
n O
t O
i O
a O
l O
l O
y O
, O
t O
o O
, O
t O
h O
e O
, O
A B-D
P I-D
E I-D
, I-D
2 I-D
0 I-D
1 I-D
7 I-D
, I-D
I I-D
T I-D
, I-D
t I-D
a I-D
s I-D
k I-D
, O
( O
, O
T O
u O
r O
c O
h O
i O
, O
e O
t O
, O
a O
l O
, O
. O
, O
, O
, O
2 O
0 O
1 O
7 O
, O
) O
 
I O
n O
, O
m O
u O
l O
t O
i O
l O
i O
n O
g O
u O
a O
l O
, O
t O
r O
a O
i O
n O
i O
n O
g O
, O
, O
, O
c O
e O
r O
t O
a O
i O
n O
, O
a O
s O
p O
e O
c O
t O
s O
, O
o O
f O
, O
t O
h O
e O
, O
t O
a O
s O
k O
, O
a O
t O
, O
h O
a O
n O
d O
, O
, O
, O
s O
u O
c O
h O
, O
a O
s O
, O
t O
a O
g O
, O
d O
i O
s O
t O
r O
i O
b O
u O
t O
i O
o O
n O
, O
a O
n O
d O
, O
B O
I O
O O
, O
c O
o O
n O
s O
t O
r O
a O
i O
n O
t O
s O
, O
h O
a O
v O
e O
, O
t O
o O
, O
b O
e O
, O
l O
e O
a O
r O
n O
e O
d O
, O
o O
n O
l O
y O
, O
o O
n O
c O
e O
, O
, O
, O
w O
h O
i O
l O
e O
, O
t O
h O
e O
y O
, O
h O
a O
v O
e O
, O
t O
o O
, O
b O
e O
, O
s O
e O
p O
a O
r O
a O
t O
e O
l O
y O
, O
l O
e O
a O
r O
n O
e O
d O
, O
o O
n O
, O
e O
a O
c O
h O
, O
l O
a O
n O
g O
u O
a O
g O
e O
, O
i O
n O
, O
m O
o O
n O
o O
l O
i O
n O
g O
u O
a O
l O
, O
t O
r O
a O
i O
n O
i O
n O
g O
 
H O
o O
w O
e O
v O
e O
r O
, O
, O
, O
n B-M
e I-M
g I-M
l I-M
m I-M
, O
h O
a O
s O
, O
t O
h O
e O
, O
h O
i O
g O
h O
e O
s O
t O
, O
e O
x O
p O
l O
a O
n O
a O
t O
o O
r O
y O
, O
v O
a O
l O
u O
e O
, O
f O
o O
r O
, O
v O
o O
l O
a O
t O
i O
l O
i O
t O
y O
 
T O
h O
e O
, O
s O
p O
a O
n O
, O
i O
s O
, O
a O
v O
e O
r O
a O
g O
e O
d O
, O
o O
v O
e O
r O
, O
t O
h O
e O
, O
l O
a O
y O
e O
r O
s O
, O
a O
n O
d O
, O
h O
e O
a O
d O
s O
 
T O
h O
e O
r O
e O
f O
o O
r O
e O
, O
, O
, O
i O
n O
, O
t O
h O
e O
, O
c O
a O
s O
e O
, O
w O
h O
e O
r O
e O
, O
l O
e O
s O
s O
, O
m O
e O
m O
o O
r O
y O
, O
f O
o O
o O
t O
p O
r O
i O
n O
t O
, O
o O
r O
, O
l O
i O
t O
t O
l O
e O
, O
t O
r O
a O
i O
n O
i O
n O
g O
, O
i O
s O
, O
p O
r O
e O
f O
e O
r O
r O
e O
d O
, O
, O
, O
A B-M
d I-M
v I-M
T I-M
, O
a O
n O
d O
, O
C B-M
M I-M
L I-M
A I-M
- I-M
A I-M
L I-M
S I-M
T I-M
M I-M
, O
c O
o O
u O
l O
d O
, O
b O
e O
, O
m O
o O
r O
e O
, O
j O
u O
d O
i O
c O
i O
o O
u O
s O
, O
c O
h O
o O
i O
c O
e O
s O
, O
. O
 
F O
o O
r O
, O
b O
o O
t O
h O
, O
t O
h O
e O
, O
r O
e O
a O
l O
, O
c O
h O
a O
n O
g O
e O
, O
i O
n O
, O
T O
a O
b O
l O
e O
, O
3 O
, O
a O
n O
d O
, O
t O
h O
e O
, O
s O
y O
n O
t O
h O
e O
t O
i O
c O
, O
c O
h O
a O
n O
g O
e O
, O
i O
n O
, O
T O
a O
b O
l O
e O
, O
4 O
, O
, O
, O
w O
e O
, O
f O
i O
n O
d O
, O
t O
h O
a O
t O
, O
C B-M
M I-M
L I-M
A I-M
- I-M
A I-M
L I-M
S I-M
T I-M
M I-M
, O
i O
s O
, O
b O
e O
s O
t O
, O
a O
t O
, O
d O
i O
f O
f O
e O
r O
e O
n O
t O
i O
a O
t O
i O
n O
g O
, O
b O
e O
t O
w O
e O
e O
n O
, O
t O
h O
e O
, O
s O
t O
a O
b O
l O
e O
, O
a O
n O
d O
, O
t O
h O
e O
, O
c O
h O
a O
n O
g O
e O
, O
c O
l O
a O
s O
s O
e O
s O
, O
f O
o O
r O
, O
b O
o O
t O
h O
, O
d O
a O
t O
a O
s O
e O
t O
s O
, O
( O
, O
5 O
0 O
% O
, O
f O
o O
r O
, O
A B-D
T I-D
I I-D
S I-D
, O
a O
n O
d O
, O
2 O
6 O
% O
, O
f O
o O
r O
, O
s O
y O
n O
t O
h O
e O
t O
i O
c O
, O
c O
h O
a O
n O
g O
e O
, O
) O
, O
. O
 
I O
n O
, O
t O
h O
i O
s O
, O
c O
i O
r O
c O
u O
m O
s O
t O
a O
n O
c O
e O
, O
, O
, O
w O
e O
, O
c O
a O
n O
, O
l O
e O
v O
e O
r O
a O
g O
e O
, O
t O
h O
e O
, O
d O
e O
v O
e O
l O
o O
p O
m O
e O
n O
t O
, O
a O
n O
d O
, O
t O
e O
s O
t O
, O
s O
e O
t O
, O
f O
r O
o O
m O
, O
T B-D
E I-D
D I-D
, O
t O
a O
l O
k O
s O
, O
f O
o O
r O
, O
e O
v O
a O
l O
u O
a O
t O
i O
o O
n O
 
D O
e O
p O
e O
n O
d O
i O
n O
g O
, O
o O
n O
, O
t O
h O
e O
, O
m O
o O
d O
e O
l O
, O
, O
, O
w O
e O
, O
t O
r O
a O
i O
n O
, O
G B-M
R I-M
U I-M
, O
e O
m O
b O
e O
d O
d O
i O
n O
g O
s O
, O
o O
v O
e O
r O
, O
w O
h O
o O
l O
e O
, O
c O
a O
l O
l O
s O
, O
, O
, O
q O
u O
e O
s O
t O
i O
o O
n O
- O
a O
n O
s O
w O
e O
r O
, O
s O
e O
c O
t O
i O
o O
n O
s O
, O
o O
n O
l O
y O
, O
, O
, O
a O
n O
d O
, O
i O
n O
d O
i O
v O
i O
d O
u O
a O
l O
, O
t O
u O
r O
n O
s O
 
I O
n O
, O
o O
u O
r O
, O
c O
a O
s O
e O
, O
, O
, O
t O
h O
e O
, O
a O
r O
m O
s O
, O
a O
r O
e O
, O
t O
h O
e O
, O
f O
o O
u O
r O
, O
f O
e O
e O
d O
b O
a O
c O
k O
, O
t O
y O
p O
e O
s O
 
T O
h O
e O
, O
C O
h O
i O
n O
e O
s O
e O
, O
p O
a O
r O
s O
e O
r O
s O
, O
a O
r O
e O
, O
t O
r O
a O
i O
n O
e O
d O
, O
o O
n O
, O
t O
h O
e O
, O
t O
r O
a O
i O
n O
i O
n O
g O
, O
s O
e O
c O
t O
i O
o O
n O
, O
o O
f O
, O
t O
h O
e O
, O
Q B-D
u I-D
e I-D
s I-D
t I-D
i I-D
o I-D
n I-D
s I-D
, O
( O
, O
S B-D
S I-D
T I-D
, O
) O
, O
v O
5 O
, O
. O
1 O
, O
( O
, O
X O
u O
e O
, O
e O
t O
, O
a O
l O
, O
. O
, O
, O
, O
2 O
0 O
0 O
5 O
, O
) O
, O
, O
, O
c O
o O
n O
s O
i O
s O
t O
i O
n O
g O
, O
p O
r O
i O
m O
a O
r O
i O
l O
y O
, O
o O
f O
, O
n O
e O
w O
s O
w O
i O
r O
e O
 
T O
h O
i O
s O
, O
m O
a O
y O
, O
b O
e O
, O
a O
t O
t O
r O
i O
b O
u O
t O
e O
d O
, O
t O
o O
, O
a O
, O
s O
l O
i O
g O
h O
t O
l O
y O
, O
b O
e O
t O
t O
e O
r O
, O
r O
o O
b O
u O
s O
t O
n O
e O
s O
s O
, O
o O
f O
, O
N B-M
M I-M
F I-M
, O
t O
o O
, O
t O
h O
e O
, O
s O
h O
o O
r O
t O
, O
d O
o O
c O
u O
m O
e O
n O
t O
, O
l O
e O
n O
g O
t O
h O
s O
 
O O
u O
r O
, O
p O
r O
o O
p O
o O
s O
e O
d O
, O
T B-M
r I-M
a I-M
n I-M
s I-M
f I-M
o I-M
r I-M
m I-M
e I-M
r I-M
s I-M
, O
n O
o O
t O
a O
b O
l O
y O
, O
p O
e O
r O
f O
o O
r O
m O
s O
, O
b O
e O
t O
t O
e O
r O
, O
t O
h O
a O
n O
, O
o O
t O
h O
e O
r O
, O
b O
a O
s O
e O
l O
i O
n O
e O
s O
, O
, O
, O
i O
n O
c O
l O
u O
d O
i O
n O
g O
, O
t O
h O
e O
, O
s O
t O
r O
o O
n O
g O
, O
b O
a O
s O
e O
l O
i O
n O
e O
, O
I B-M
n I-M
- I-M
O I-M
r I-M
d I-M
e I-M
r I-M
, O
a O
n O
d O
, O
A B-M
B I-M
S I-M
- I-M
L I-M
S I-M
T I-M
M I-M
, O
i O
n O
, O
a O
l O
l O
, O
c O
a O
s O
e O
s O
 
T O
o O
, O
e O
n O
s O
u O
r O
e O
, O
a O
, O
f O
a O
i O
r O
e O
r O
, O
c O
o O
m O
p O
a O
r O
i O
s O
o O
n O
, O
w O
i O
t O
h O
, O
t O
h O
e O
, O
m O
o O
d O
e O
l O
s O
, O
w O
i O
t O
h O
o O
u O
t O
, O
B B-M
E I-M
A I-M
e I-M
n I-M
t I-M
, O
w O
e O
, O
e O
x O
p O
a O
n O
d O
, O
t O
h O
e O
, O
b O
a O
s O
i O
c O
, O
f O
e O
a O
t O
u O
r O
e O
, O
s O
e O
t O
s O
 
T O
h O
i O
s O
, O
a O
l O
l O
o O
w O
s O
, O
u O
s O
, O
t O
o O
, O
u O
s O
e O
, O
a O
, O
g O
e O
n O
e O
r O
a O
l O
, O
l O
a O
n O
g O
u O
a O
g O
e O
, O
s O
i O
m O
p O
l O
i O
ﬁ O
c O
a O
t O
i O
o O
n O
, O
m O
o O
d O
e O
l O
, O
, O
, O
w O
i O
t O
h O
, O
a O
, O
d O
o O
m O
a O
i O
n O
- O
s O
p O
e O
c O
i O
ﬁ O
c O
, O
p O
h O
r O
a O
s O
e O
, O
t O
a O
b O
l O
e O
, O
a O
n O
d O
, O
e O
f O
f O
e O
c O
t O
i O
v O
e O
l O
y O
, O
s O
i O
m O
p O
l O
i O
f O
y O
, O
c O
o O
m O
p O
l O
e O
x O
, O
v O
o O
c O
a O
b O
u O
l O
a O
r O
y O
, O
f O
r O
o O
m O
, O
t O
h O
e O
, O
( O
, O
c O
l O
i O
n O
i O
c O
a O
l O
, O
) O
, O
d O
o O
m O
a O
i O
n O
 
F O
i O
r O
s O
t O
, O
, O
, O
t O
h O
e O
, O
n O
e O
w O
s O
, O
r O
e O
c O
o O
m O
m O
e O
n O
d O
a O
t O
i O
o O
n O
, O
m O
e O
t O
h O
o O
d O
s O
, O
( O
, O
e O
, O
. O
g O
, O
. O
, O
I B-M
M I-M
N I-M
, O
, O
, O
H B-M
F I-M
F I-M
N I-M
, O
